id;create_date;valid_until;status;is_negotiable;budget;created_by_enc_id;taken_by_enc_id;enc_id
1;2025-02-14T12:15:06;2025-02-14T13:58:33;NEW;false;14236.96;9fecf9a7-1777-4ec9-9b0d-ecd4b5626e21;416b814c-16b5-4ea3-a884-6931110af8b7;43aa4175-c3ee-4a67-8fd0-e362e998bd1f
2;2025-02-14T19:31:29;2025-02-14T09:31:04;PENDING;false;11967.27;2e2b85d1-383f-4002-83e1-1c30e3c31f4c;b2143387-893a-4711-987c-3631d64f0360;ba183347-f00b-4380-83b3-9a80e07f5298
3;2025-02-14T03:25:26;2025-02-14T03:20:46;COMPLETED;true;18302.99;cf471e3f-eeb5-498b-b274-30d313f75f1a;fc3e7e8c-1eeb-49bf-acce-12be4dee6152;b3872ca9-2890-4a6f-a8f7-98b78f855289
4;2025-02-14T03:24:39;2025-02-14T06:20:31;COMPLETED;false;29893.75;512a4acb-bafd-4e00-84f4-35da30fe4bd5;c764545e-e54a-4c95-9b6d-f84fc04056d1;7baf1850-3541-409d-8b7c-4c25309704e5
5;2025-02-14T11:30:12;2025-02-14T14:23:31;COMPLETED;false;5636.22;03ccdfd0-e7bd-45e3-88bb-02f6970eae6a;fc347a6e-9c59-4e78-b761-fbc961a49a0d;9544a473-706a-41f0-a4b8-3f12441076ba
6;2025-02-14T03:26:38;2025-02-14T18:25:04;COMPLETED;false;8158.16;1ecd1df8-64f4-4e6f-9b96-587876ccb721;05a5f4fc-476a-470b-802d-4973d3b0285f;73b62ccb-81e8-471b-8d4d-6cb0abc6d35b
7;2025-02-14T17:12:49;2025-02-14T16:27:16;PUBLISHED;true;10525.41;bb4e2b80-3403-4809-9d67-81107f4e0a89;9a9daba7-614a-40a7-8856-8ce6bdc0f774;b495b713-629d-4d46-84af-6845df55840c
8;2025-02-14T20:16:07;2025-02-14T02:21:33;NEW;true;5578.93;99463515-87a9-443f-9961-57b2bc335350;0124f677-9ce7-4024-bf52-3650cc286dd4;ae9d04f6-3612-450a-bbfc-053d71589d68
9;2025-02-14T09:39:41;2025-02-14T09:14:13;CANCELLED;false;12997.7;fd3493a5-1a80-4e4f-80b2-2867d92d5ee7;dedb5e68-705a-4720-a37c-f63330a0a2d0;26c16152-5279-4356-a778-babe3aa9fd5d
10;2025-02-14T07:27:58;2025-02-14T17:48:32;PUBLISHED;false;9006.07;a40e9ee7-032f-4dfc-ae0f-58b7d07afe3f;7abe890a-8e6d-4036-9963-a83833436b47;9893810b-74fc-45fc-ab03-c898f550c142
